date	cases	casesCumulative	casesSevenDays	incidenceSevenDays
2023-10-11	38514404	2682	13339	15.8
2023-10-12	38516784	2380	13095	15.5
2023-10-13	38519069	2285	12959	15.4
2023-10-14	38521062	1993	12911	15.3
2023-10-15	38521356	294	12971	15.4
2023-10-16	38521534	178	12993	15.4
2023-10-17	38525119	3585	13397	15.9
2023-10-18	38527760	2641	13356	15.8
2023-10-19	38530215	2455	13431	15.9
2023-10-20	38532627	2412	13558	16.1
2023-10-21	38534683	2056	13621	16.1
2023-10-22	38534996	313	13640	16.2
2023-10-23	38535255	259	13721	16.3
2023-10-24	38539763	4508	14644	17.4
2023-10-25	38543343	3580	15583	18.5
2023-10-26	38546837	3494	16622	19.7
2023-10-27	38550141	3304	17514	20.8
2023-10-28	38552842	2701	18159	21.5
2023-10-29	38553223	381	18227	21.6
2023-10-30	38553504	281	18249	21.6
2023-10-31	38558434	4930	18671	22.1
2023-11-01	38561209	2775	17866	21.2
2023-11-02	38563961	2752	17124	20.3
2023-11-03	38568628	4667	18487	21.9
2023-11-04	38571818	3190	18976	22.5
2023-11-05	38572243	425	19020	22.5
2023-11-06	38572543	300	19039	22.6
2023-11-07	38578586	6043	20152	23.9
2023-11-08	38582037	3451	20828	24.7
2023-11-09	38587250	5213	23289	27.6
2023-11-10	38591331	4081	22703	26.9
2023-11-11	38594427	3096	22609	26.8
2023-11-12	38594883	456	22640	26.8
2023-11-13	38595158	275	22615	26.8
2023-11-14	38601147	5989	22561	26.7
2023-11-15	38605578	4431	23541	27.9
2023-11-16	38609968	4390	22718	26.9
2023-11-17	38614017	4049	22686	26.9
2023-11-18	38617478	3461	23051	27.3
2023-11-19	38617926	448	23043	27.3
2023-11-20	38618244	318	23086	27.4
2023-11-21	38624681	6437	23534	27.9
2023-11-22	38630002	5321	24424	29
2023-11-23	38634176	4174	24208	28.7
2023-11-24	38638390	4214	24373	28.9
2023-11-25	38641953	3563	24475	29
2023-11-26	38642462	509	24536	29.1
2023-11-27	38642833	371	24589	29.1
2023-11-28	38649390	6557	24709	29.3
2023-11-29	38654676	5286	24674	29.2
2023-11-30	38659508	4832	25332	30
2023-12-01	38663955	4447	25565	30.3
2023-12-02	38667459	3504	25506	30.2
2023-12-03	38667968	509	25506	30.2
2023-12-04	38668241	273	25408	30.1
2023-12-05	38674232	5991	24842	29.4
2023-12-06	38679775	5543	25099	29.8
2023-12-07	38685433	5658	25925	30.7
2023-12-08	38690957	5524	27002	32
2023-12-09	38695641	4684	28182	33.4
2023-12-10	38696284	643	28316	33.6
2023-12-11	38696751	467	28510	33.8
2023-12-12	38705155	8404	30923	36.7
2023-12-13	38711646	6491	31871	37.8
2023-12-14	38718158	6512	32725	38.8
2023-12-15	38724024	5866	33067	39.2
2023-12-16	38728606	4582	32965	39.1
2023-12-17	38729187	581	32903	39
2023-12-18	38729617	430	32866	39
2023-12-19	38737551	7934	32396	38.4
2023-12-20	38743543	5992	31897	37.8
2023-12-21	38748553	5010	30395	36
2023-12-22	38752996	4443	28972	34.3
2023-12-23	38756484	3488	27878	33
2023-12-24	38756977	493	27790	32.9
2023-12-25	38757220	243	27603	32.7
2023-12-26	38757634	414	20083	23.8
2023-12-27	38757962	328	14419	17.1
2023-12-28	38764918	6956	16365	19.4
2023-12-29	38768350	3432	15354	18.2
2023-12-30	38771012	2662	14528	17.2
2023-12-31	38771386	374	14409	17.1
2024-01-01	38771699	313	14479	17.2
2024-01-02	38771987	288	14353	17
2024-01-03	38777845	5858	19883	23.6
2024-01-04	38780998	3153	16080	19.1
2024-01-05	38783609	2611	15259	18.1
2024-01-06	38785419	1810	14407	17.1
2024-01-07	38785604	185	14218	16.9
2024-01-08	38785738	134	14039	16.6
2024-01-09	38789226	3488	17239	20.4
2024-01-10	38791082	1856	13237	15.7
2024-01-11	38793005	1923	12007	14.2
2024-01-12	38794587	1582	10978	13
2024-01-13	38795651	1064	10232	12.1
2024-01-14	38795791	140	10187	12.1
2024-01-15	38795862	71	10124	12
2024-01-16	38798067	2205	8841	10.5
2024-01-17	38799507	1440	8425	10
2024-01-18	38800661	1154	7656	9.1
2024-01-19	38801734	1073	7147	8.5
2024-01-20	38802647	913	6996	8.3
2024-01-21	38802756	109	6965	8.3
2024-01-22	38802831	75	6969	8.3
2024-01-23	38804553	1722	6486	7.7
2024-01-24	38805715	1162	6208	7.4
2024-01-25	38806775	1060	6114	7.2
2024-01-26	38807792	1017	6058	7.2
2024-01-27	38808641	849	5994	7.1
2024-01-28	38808737	96	5981	7.1
2024-01-29	38808811	74	5980	7.1
2024-01-30	38810336	1525	5783	6.9
2024-01-31	38811284	948	5569	6.6
2024-02-01	38812223	939	5448	6.5
2024-02-02	38813069	846	5277	6.3
2024-02-03	38813741	672	5100	6
2024-02-04	38813815	74	5078	6
2024-02-05	38813876	61	5065	6
2024-02-06	38815138	1262	4802	5.7
2024-02-07	38816041	903	4757	5.6
2024-02-08	38816766	725	4543	5.4
2024-02-09	38817410	644	4341	5.1
2024-02-10	38818027	617	4286	5.1
2024-02-11	38818104	77	4289	5.1
2024-02-12	38818157	53	4281	5.1
2024-02-13	38818976	819	3838	4.5
2024-02-14	38819615	639	3574	4.2
2024-02-15	38820169	554	3403	4
2024-02-16	38820638	469	3228	3.8
2024-02-17	38821064	426	3037	3.6
2024-02-18	38821108	44	3004	3.6
2024-02-19	38821143	35	2986	3.5
2024-02-20	38821945	802	2969	3.5
2024-02-21	38822390	445	2775	3.3
2024-02-22	38822752	362	2583	3.1
2024-02-23	38823144	392	2506	3
2024-02-24	38823444	300	2380	2.8
2024-02-25	38823473	29	2365	2.8
2024-02-26	38823496	23	2353	2.8
2024-02-27	38824050	554	2105	2.5
